id_reservation;id_compte;id_representation;id_spectacle;nom_spectacle;date_representation;horaire_representation;id_salle;nom_salle;id_categorie_billet;categorie_billet;id_cat_profil;profil_tarif;type_tarif;tarif_brut;nom_spectateur;prenom_spectateur;tel_spectateur;email_spectateur
RES0098;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test098;0600000098;spectateur098@test.fr
RES0099;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test099;0600000099;spectateur099@test.fr
RES0100;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test100;0600000100;spectateur100@test.fr
RES0101;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test101;0600000101;spectateur101@test.fr
RES0102;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test102;0600000102;spectateur102@test.fr
RES0103;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test103;0600000103;spectateur103@test.fr
RES0104;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test104;0600000104;spectateur104@test.fr
RES0105;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test105;0600000105;spectateur105@test.fr
RES0106;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test106;0600000106;spectateur106@test.fr
RES0107;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test107;0600000107;spectateur107@test.fr
RES0108;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test108;0600000108;spectateur108@test.fr
RES0109;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test109;0600000109;spectateur109@test.fr
RES0110;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test110;0600000110;spectateur110@test.fr
RES0111;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test111;0600000111;spectateur111@test.fr
RES0112;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test112;0600000112;spectateur112@test.fr
RES0113;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test113;0600000113;spectateur113@test.fr
RES0114;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test114;0600000114;spectateur114@test.fr
RES0115;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test115;0600000115;spectateur115@test.fr
RES0116;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test116;0600000116;spectateur116@test.fr
RES0117;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test117;0600000117;spectateur117@test.fr
RES0118;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test118;0600000118;spectateur118@test.fr
RES0119;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test119;0600000119;spectateur119@test.fr
RES0120;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test120;0600000120;spectateur120@test.fr
RES0121;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test121;0600000121;spectateur121@test.fr
RES0122;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test122;0600000122;spectateur122@test.fr
RES0123;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test123;0600000123;spectateur123@test.fr
RES0124;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test124;0600000124;spectateur124@test.fr
RES0125;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test125;0600000125;spectateur125@test.fr
RES0126;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test126;0600000126;spectateur126@test.fr
RES0127;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test127;0600000127;spectateur127@test.fr
RES0128;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test128;0600000128;spectateur128@test.fr
RES0129;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test129;0600000129;spectateur129@test.fr
RES0130;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test130;0600000130;spectateur130@test.fr
RES0131;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test131;0600000131;spectateur131@test.fr
RES0132;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test132;0600000132;spectateur132@test.fr
RES0133;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test133;0600000133;spectateur133@test.fr
RES0134;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test134;0600000134;spectateur134@test.fr
RES0135;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test135;0600000135;spectateur135@test.fr
RES0136;amira_pise;R460;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;mercredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Spectateur;Test136;0600000136;spectateur136@test.fr
RES0137;amira_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Kairouani;Amira;;amirakairouani22@gmail.com
RES0138;amira_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Kairouani;Amira;;amirakairouani22@gmail.com
RES0139;amira_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Kairouani;Amira;;amirakairouani22@gmail.com
RES0140;amira_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Kairouani;Amira;;amirakairouani22@gmail.com
RES0141;amira_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Kairouani;Amira;;amirakairouani22@gmail.com
RES0142;amira_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Kairouani;Amira;;amirakairouani22@gmail.com
RES0143;amira_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Kairouani;Amira;;amirakairouani22@gmail.com
RES0144;amira_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Kairouani;Amira;;amirakairouani22@gmail.com
RES0145;amira_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP001;Plein tarif;INDIVIDUEL;26;Kairouani;Amira;;amirakairouani22@gmail.com
RES0147;yuan_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP009;Carte Adulte;ABONNEMENT;23;Lery;Jean-Michel;0139636057;jeanmichel.lery@gmail.com
RES0148;yuan_pise;R461;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;jeudi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP009;Carte Adulte;ABONNEMENT;23;Lery;Jean-Michel;0139636057;jeanmichel.lery@gmail.com
RES0149;yuan_pise;R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;vendredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP003;Moins de 28 ans;INDIVIDUEL;16;Ding;Yuan;0748440231;dingyuan0525@outlook.com
RES0150;yuan_pise;R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;vendredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP003;Moins de 28 ans;INDIVIDUEL;16;Ding;Yuan;0748440231;dingyuan0525@outlook.com
RES0151;yuan_pise;R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;vendredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP003;Moins de 28 ans;INDIVIDUEL;16;Ding;Yuan;0748440231;dingyuan0525@outlook.com
RES0152;yuan_pise;R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;vendredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP003;Moins de 28 ans;INDIVIDUEL;16;Ding;Yuan;0748440231;dingyuan0525@outlook.com
RES0153;yuan_pise;R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;vendredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP003;Moins de 28 ans;INDIVIDUEL;16;Ding;Yuan;0748440231;dingyuan0525@outlook.com
RES0154;yuan_pise;R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;vendredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP003;Moins de 28 ans;INDIVIDUEL;16;Ding;Yuan;0748440231;dingyuan0525@outlook.com
RES0155;yuan_pise;R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;vendredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP003;Moins de 28 ans;INDIVIDUEL;16;Ding;Yuan;0748440231;dingyuan0525@outlook.com
RES0156;yuan_pise;R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;vendredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP003;Moins de 28 ans;INDIVIDUEL;16;Ding;Yuan;0748440231;dingyuan0525@outlook.com
RES0157;yuan_pise;R462;S014;DÉSHONORÉE UN CRIME D’HONNEUR EN CALABRE;2026-07-09;vendredi 20h30;SCST;Studio-Théâtre;SCST01;Non différencié;CP003;Moins de 28 ans;INDIVIDUEL;16;Ding;Yuan;0748440231;dingyuan0525@outlook.com
